"R0000100","R0000500","R0000300","R0000400","R0410300","R0410100","R0410200","R0000900","R0001000","R0219114","R0006200","R0006300","R0007400","R0007500"
3849,1961,7,25,1957,12,18,750,79,37,20,30,50,2
3850,1961,9,16,-5,4,11,765,19,3,36,47,31,13
3851,1961,3,31,1957,-5,12,814,-1,23,78,9,52,-4
3852,1961,4,24,1960,8,19,-4,5,5,22,17,67,7
3853,1958,8,-2,1957,7,31,428,44,48,76,28,29,-2
3854,1959,7,-2,1963,1,4,793,-3,35,21,45,30,-4
3855,1957,6,14,1959,12,18,665,-1,-4,24,-2,79,-2
3856,1961,2,23,1957,5,30,745,-4,27,52,8,57,-4
3857,1962,11,8,1964,8,13,441,31,11,13,36,-2,5
3858,1964,12,30,-5,3,17,403,68,15,79,43,41,47
3859,1957,3,7,-5,8,27,680,61,-3,-3,-4,79,18
3860,1957,9,24,-5,7,12,697,34,44,62,2,-3,35
3861,1958,10,28,-5,-5,15,810,-1,18,33,36,34,39
3862,1964,3,11,1961,5,15,-2,79,24,4,46,8,44
3863,1962,5,-3,1959,2,18,589,68,1,23,9,14,44
3864,1963,4,30,1958,5,10,403,-1,34,69,37,2,31
3865,1962,12,-3,1959,4,18,754,30,-4,34,13,-4,23
3866,1958,7,6,1962,3,-5,530,35,18,-2,27,10,7
3867,1958,8,13,1964,4,2,46,21,-4,42,2,26,26
3868,1961,8,28,1961,2,15,92,-2,38,70,20,-3,44
3869,1964,4,26,1964,8,12,-3,57,24,37,20,-2,-4
3870,1964,10,17,1961,7,-5,724,67,-4,28,-3,33,-2
3871,1962,3,24,1958,8,4,-3,79,-3,42,27,20,8
3872,1958,1,-3,1962,3,15,523,54,30,3,7,15,21
3873,1958,8,4,1957,4,12,-2,-1,49,34,27,-2,34
3874,1964,1,3,1962,-5,-5,-4,64,-3,77,5,5,5
3875,1964,7,20,1962,-5,27,613,36,26,-1,22,73,18
3876,1957,12,-2,1957,-5,18,491,-1,42,-1,40,55,28
3877,1960,10,22,1963,-5,28,176,76,22,41,19,-3,37
3878,1961,10,7,1959,7,-5,467,45,-4,73,-3,-3,4
3879,1959,7,14,-5,8,25,289,45,11,-1,16,-2,40
3880,1962,10,13,1961,-5,-5,146,2,44,7,45,26,39
3881,1963,7,-2,1961,3,15,796,-1,45,-3,-2,11,47
3882,1963,9,19,1963,-5,4,74,76,6,46,5,52,36
3883,1963,8,9,1961,2,8,192,68,44,72,-4,73,6
3884,1963,5,-2,1961,7,-5,203,58,26,-2,22,-2,2
3885,1958,6,26,1964,-5,22,50,2,33,23,11,67,-3
3886,1961,10,26,-5,8,2,786,64,2,28,47,34,49
3887,1964,11,9,1960,11,-5,-3,5,-3,72,-4,-4,-3
3888,1964,4,28,-5,2,10,55,8,1,64,46,74,13
3889,1960,11,10,1964,3,28,-3,50,24,63,34,45,28
3890,1960,8,1,-5,6,30,-2,5,28,28,27,32,18
3891,1958,9,15,-5,-5,6,644,31,15,74,42,56,21
3892,1959,12,8,1957,9,6,453,22,-3,65,-2,38,45
3893,1962,5,12,1958,5,9,674,49,28,16,40,-4,11
3894,1957,10,11,1961,-5,13,434,68,24,53,23,17,22
3895,1958,8,8,1962,6,24,340,62,45,6,28,45,-4
3896,1958,2,3,1961,2,24,254,48,-3,-2,46,10,11
3897,1959,3,-3,1963,-5,-5,596,14,40,65,37,17,42
3898,1963,5,-2,1961,-5,15,826,71,50,59,-2,26,33
3899,1958,5,1,1961,12,14,-4,56,-4,39,46,29,15
3900,1959,6,-3,1958,7,8,352,33,34,66,31,79,32
3901,1959,6,26,1959,12,11,326,45,4,-4,2,26,48
3902,1959,5,29,-5,5,18,-2,62,14,31,-3,15,50
3903,1962,6,-2,1961,1,25,-3,4,31,75,44,12,43
3904,1964,6,6,1960,2,2,116,24,24,15,1,-3,19
3905,1959,4,-2,1960,10,6,642,23,11,1,18,4,30
3906,1958,3,10,1963,3,-5,158,32,39,46,9,15,6
3907,1957,5,9,1964,7,20,153,69,33,-4,22,-2,35
3908,1957,10,3,1959,12,6,787,14,20,68,9,55,-4
3909,1962,12,9,1957,5,-5,-3,48,25,18,21,-2,29
3910,1960,5,21,1963,6,9,332,51,39,73,3,-2,46
3911,1959,4,7,1959,6,19,213,31,27,-4,48,24,27
3912,1959,1,24,1964,7,6,-2,75,17,-2,19,40,40
3913,1964,2,11,1962,12,7,-2,-3,8,35,36,12,-2
3914,1961,10,-3,1963,3,21,169,-3,11,-4,2,43,15
3915,1961,11,-2,1962,7,12,22,30,47,18,29,60,27
3916,1959,11,18,1959,9,20,685,30,45,56,40,45,-4
3917,1962,6,1,1959,11,23,-2,23,43,27,24,-2,41
3918,1961,12,17,1958,9,29,715,-3,24,35,-2,-2,25
3919,1962,4,6,1963,-5,9,117,-3,-3,-1,15,-3,39
3920,1961,12,30,1958,5,6,33,-3,-3,-4,-2,-2,-2
3921,1964,8,17,-5,10,26,4,40,1,45,19,19,46
3922,1964,6,11,1960,1,8,-2,-1,42,-2,-3,27,47
3923,1960,6,17,1958,1,18,475,72,50,79,34,32,30
3924,1963,8,9,1962,1,-5,-2,40,48,-3,15,73,47
3925,1963,7,8,1958,12,31,187,69,50,17,46,10,25
3926,1959,12,15,1964,-5,6,-4,12,9,29,25,21,46
3927,1959,12,-3,1960,6,8,305,66,47,69,22,18,40
3928,1961,6,-2,1963,-5,21,-3,-2,14,19,38,49,25
3929,1958,1,-2,-5,7,3,795,-4,27,31,48,-3,34
3930,1960,7,9,1961,3,-5,110,22,19,78,11,-3,-3
3931,1959,9,10,-5,12,11,-3,-2,14,39,29,73,50
3932,1959,6,13,1961,1,-5,303,-2,35,24,24,19,25
3933,1961,11,2,1962,5,-5,819,12,27,36,48,32,4
3934,1960,10,-3,1957,11,7,-1,30,-3,24,19,75,31
3935,1964,11,23,1961,4,24,533,9,33,16,-4,-4,-4
3936,1962,1,9,-5,9,16,-3,46,25,53,-4,-3,28
3937,1962,10,-2,1964,12,9,12,-1,20,62,46,9,25
3938,1961,12,6,1961,12,-5,398,-2,22,49,1,72,29
3939,1963,8,28,1962,11,20,520,11,50,26,42,2,39
3940,1964,5,28,1962,6,28,518,63,6,53,14,3,34
3941,1958,9,1,1962,10,27,565,69,26,11,7,15,16
3942,1959,11,19,1962,9,-5,-4,-4,3,12,38,77,-4
3943,1959,4,16,1959,6,15,474,16,18,78,46,-4,20
3944,1964,11,29,1957,6,17,513,5,27,56,19,42,28
3945,1961,3,10,1958,7,24,749,26,28,18,12,43,5
3946,1964,5,21,1962,3,17,576,38,-4,15,33,57,-3
3947,1963,8,13,1960,6,21,685,44,50,63,-3,48,4
3948,1958,9,23,1961,7,13,212,53,-4,-4,48,4,25
3949,1958,5,25,-5,-5,-5,548,-1,6,57,14,-2,16
3950,1958,5,27,1960,4,3,37,27,-4,-4,36,59,29
3951,1962,5,13,-5,1,-5,385,37,1,-3,20,13,40
3952,1958,5,3,1960,12,7,110,-2,19,54,20,79,29
3953,1962,1,-2,1964,2,26,283,-3,44,20,-3,3,32
3954,1963,7,18,-5,-5,13,301,5,16,18,-2,70,19
3955,1960,3,26,1957,1,16,274,-1,10,8,21,61,5
3956,1964,7,15,1961,2,-5,790,33,-3,76,-3,-2,42
3957,1958,12,13,1959,7,13,379,76,-3,62,19,43,-2
3958,1958,9,11,1959,3,8,817,28,-4,-2,-4,-4,3
3959,1963,7,19,1958,11,3,498,14,25,61,25,9,43
3960,1959,9,-2,-5,8,25,212,68,-3,-3,-3,-2,31
3961,1957,8,-3,1962,-5,-5,-2,54,6,55,33,66,17
3962,1960,10,8,1964,8,30,502,78,29,46,38,-2,34
3963,1963,7,11,1960,7,7,567,15,17,8,39,-3,38
3964,1958,8,7,1959,7,-5,354,45,-3,38,9,56,1
3965,1963,12,-3,1957,8,16,310,48,23,79,11,51,22
3966,1963,5,21,1962,12,22,614,22,12,46,16,22,1
3967,1957,1,-2,-5,2,25,70,75,-3,-3,39,26,-3
3968,1961,9,3,1960,9,27,586,15,14,28,5,42,21
3969,1957,10,11,1962,7,17,430,48,-4,24,-4,53,49
3970,1958,3,19,1959,5,30,393,-1,-4,75,44,39,35
3971,1957,1,-3,-5,1,-5,603,-3,28,4,-4,76,10
3972,1961,9,-3,-5,10,7,393,-3,-4,-3,-4,51,50
3973,1957,11,19,-5,9,16,400,7,46,8,4,79,20
3974,1962,4,21,1960,3,3,161,35,9,79,-2,-2,46
3975,1961,7,16,1962,3,23,662,30,39,73,41,41,19
3976,1959,9,-2,1957,6,8,696,64,25,60,-3,-4,-2
3977,1961,4,-2,1959,4,-5,131,-4,33,59,6,11,36
3978,1959,11,29,1959,1,-5,718,-4,-4,7,46,62,40
3979,1957,4,21,1958,6,28,-4,-2,15,-4,24,6,23
3980,1957,2,10,-5,-5,-5,56,39,43,47,10,70,-2
3981,1962,2,28,1960,1,8,550,14,5,33,46,7,32
3982,1959,9,-2,1964,11,3,-2,9,7,5,6,-3,9
3983,1963,6,-3,1958,6,9,504,61,28,74,-4,23,-2
3984,1962,4,7,-5,2,12,91,-2,8,65,30,-3,10
3985,1964,6,-3,1959,8,-5,-3,45,42,53,32,-3,49
3986,1964,8,-3,1958,-5,-5,572,22,-3,8,5,69,40
3987,1959,11,-3,-5,5,27,-2,43,46,29,24,62,28
3988,1961,1,-2,1964,5,5,744,24,34,71,39,38,13
3989,1959,2,5,1959,-5,9,267,20,18,-2,7,26,-4
3990,1960,9,14,1957,11,9,-3,59,-4,8,42,61,30
3991,1959,1,17,1961,-5,29,468,70,-3,40,11,76,35
3992,1963,11,6,-5,7,7,488,30,20,79,5,36,8
3993,1957,2,-3,1960,3,15,106,60,-3,74,-3,40,16
3994,1961,10,10,1959,1,-5,451,-3,-4,70,3,40,31
3995,1963,7,22,1963,8,26,-2,69,13,55,31,-2,-2
3996,1959,12,28,1958,6,12,-1,-4,40,27,34,-2,11
3997,1961,9,23,1962,-5,20,14,-1,26,55,40,-4,35
3998,1962,11,11,1961,5,9,-2,52,39,32,-4,28,20
3999,1959,1,23,1960,7,25,570,65,17,-3,9,1,33
4000,1959,8,2,1963,1,-5,-1,57,8,36,20,10,-4
4001,1960,9,27,1958,3,28,734,-4,49,37,35,65,25
4002,1964,1,26,1957,4,19,450,41,34,-4,35,13,-4
4003,1963,2,14,1957,4,20,397,42,39,60,-3,-4,-4
4004,1962,3,14,1964,2,21,-4,54,38,33,41,55,22
4005,1963,10,-2,1963,4,-5,729,73,33,-2,23,-4,7
4006,1963,11,9,1959,1,11,582,28,4,38,3,64,-4
4007,1960,8,15,1957,11,17,714,55,12,66,-4,40,3
4008,1959,2,13,-5,2,1,-1,18,6,-2,38,63,9
4009,1957,5,16,1960,5,4,36,72,19,11,40,79,14
4010,1960,12,-2,-5,9,26,380,39,5,38,47,42,32
4011,1961,10,6,1964,6,-5,504,70,44,-4,25,40,6
4012,1960,12,7,1962,7,11,586,56,46,52,26,-4,-2
4013,1959,12,21,-5,12,9,149,7,46,79,-4,50,34
4014,1958,1,7,1962,10,30,-1,36,24,42,33,2,-4
4015,1963,5,8,1960,5,15,66,48,47,49,-3,4,40
4016,1959,7,5,1961,12,22,667,34,1,64,-2,-4,-2
4017,1961,3,7,1964,9,8,799,12,8,27,15,4,34
4018,1964,4,26,1963,3,29,404,-3,-4,27,22,11,-3
4019,1957,11,14,-5,-5,25,153,11,-4,40,28,-3,18
4020,1964,11,3,1959,-5,19,831,10,-3,52,38,60,-2
4021,1963,6,4,1958,12,-5,777,58,49,8,44,5,35
4022,1964,4,13,1958,-5,-5,637,-3,50,29,6,13,30
4023,1960,10,-3,1964,-5,17,503,8,27,53,5,-3,16
4024,1961,9,-3,1962,8,2,-2,42,18,53,42,-4,-4
4025,1963,12,13,1959,1,4,713,-1,19,-4,24,54,-3
4026,1961,8,6,-5,2,25,141,-3,3,38,-3,33,22
4027,1958,6,18,-5,-5,5,70,-1,14,45,-4,6,23
4028,1958,9,13,1958,7,23,814,-3,42,35,42,-2,11
4029,1960,12,2,1962,1,24,599,17,15,34,13,28,31
4030,1963,4,25,1964,8,22,806,31,36,46,6,68,24
4031,1962,3,30,1957,10,8,226,75,5,61,24,57,43
4032,1962,7,4,1958,1,11,290,31,43,32,5,69,-4
4033,1963,12,11,1959,6,23,428,74,48,58,12,8,16
4034,1960,10,-2,1962,-5,1,368,6,35,69,22,46,-3
4035,1964,2,-2,1961,-5,-5,216,73,11,38,-3,21,26
4036,1958,9,14,1964,-5,22,315,6,16,60,-4,4,-3
4037,1962,1,24,1964,12,1,825,1,44,31,45,-3,35
4038,1964,7,9,1963,9,12,-3,26,26,12,16,68,39
4039,1963,11,2,1958,1,23,385,5,19,78,-4,73,23
4040,1960,3,12,1964,5,3,450,-3,23,79,-4,57,26
4041,1963,10,27,1958,-5,5,757,43,37,58,1,46,9
4042,1963,10,23,-5,5,20,319,36,41,-3,6,-4,38
4043,1963,2,-2,1958,5,11,519,67,-4,-1,16,58,-3
4044,1958,12,-3,1957,5,23,297,50,-3,62,8,12,46
4045,1962,12,26,1959,-5,4,65,-2,-3,29,26,21,20
4046,1962,3,31,1963,8,12,699,16,23,52,-3,78,48
4047,1960,12,9,1964,-5,8,116,-4,46,72,19,45,-3
4048,1964,5,4,1963,-5,8,334,31,8,69,38,50,21
4049,1963,7,6,-5,12,4,468,5,27,12,-3,17,42
4050,1963,1,1,1963,12,30,-1,47,45,12,22,71,-2
4051,1961,8,16,1963,7,31,4,-3,47,44,9,34,34
4052,1963,1,6,-5,8,16,465,13,10,63,-4,51,-2
4053,1959,11,15,1964,1,11,-1,10,40,24,18,49,21
4054,1959,12,8,1957,7,14,786,76,10,-3,19,8,43
4055,1959,1,30,1964,-5,3,336,18,16,17,34,-4,20
4056,1964,8,-3,1960,-5,-5,136,18,34,50,27,68,22
4057,1964,10,-3,1961,5,8,-2,34,13,7,5,17,13
4058,1958,8,12,1961,-5,-5,516,49,12,21,7,31,8
4059,1959,6,6,1959,1,23,644,3,48,74,7,17,-3
4060,1963,5,15,1958,-5,13,461,36,-3,23,2,3,20
4061,1957,8,19,-5,6,18,306,38,2,71,21,1,12
4062,1963,10,16,1959,-5,15,146,72,-3,25,-3,-2,-3
4063,1957,7,4,1963,11,20,406,22,42,16,12,29,-3
4064,1964,11,-2,1964,-5,2,115,-2,14,-3,-2,-2,45
4065,1959,2,21,1960,12,25,320,-2,25,23,-4,76,6
4066,1961,4,30,1957,-5,15,814,66,49,74,3,44,43
4067,1964,4,3,1961,3,8,834,10,41,11,-4,2,44
4068,1959,2,5,1957,12,17,169,18,24,27,-2,31,10
4069,1959,1,25,1957,-5,29,564,-1,9,30,-2,9,26
4070,1961,3,27,1962,8,-5,685,20,7,31,-4,33,12
4071,1960,12,17,-5,4,23,556,34,30,52,35,73,38
4072,1964,3,22,-5,-5,27,-3,46,-4,14,25,52,7
4073,1958,11,19,1957,5,4,197,33,22,45,24,79,4
4074,1962,12,-2,1963,4,21,554,31,11,17,8,48,41
4075,1959,2,13,1960,3,8,414,39,49,79,35,79,41
4076,1959,3,1,1959,8,-5,71,5,-4,55,7,61,29
4077,1964,6,19,1959,3,14,35,79,33,64,-3,12,22
4078,1958,12,2,1958,6,23,-3,55,-4,65,24,61,47
4079,1962,7,21,1961,12,11,104,26,25,19,16,59,30
4080,1963,6,22,1958,7,14,657,23,35,39,-4,-3,29
4081,1957,11,8,1964,1,21,-4,67,42,77,40,76,15
4082,1964,8,4,1964,4,20,65,63,14,19,-2,67,-3
4083,1957,5,-2,1962,-5,-5,-2,19,40,60,4,-3,-3
4084,1962,3,24,1960,7,24,91,29,42,66,48,25,43
4085,1963,1,29,-5,-5,24,136,72,34,53,12,72,31
4086,1957,11,22,1963,9,10,259,42,49,36,41,53,6
4087,1962,6,3,1963,3,23,222,58,23,62,8,76,36
4088,1960,9,14,1962,9,-5,488,7,40,26,4,74,27
4089,1959,10,8,-5,11,12,-2,78,40,66,48,28,13
4090,1964,8,17,1959,3,4,327,26,-3,4,29,59,13
4091,1961,3,-3,1961,9,30,-3,29,-3,-4,34,76,-4
4092,1961,1,13,1959,6,28,758,3,15,6,43,40,4
4093,1961,3,26,1962,9,4,24,61,38,-4,7,-2,-4
4094,1959,4,-3,1962,-5,31,776,9,4,15,43,21,6
4095,1961,1,11,1958,11,-5,-1,30,22,79,40,-3,26
4096,1963,3,-2,1957,7,21,509,38,38,27,34,18,6
4097,1958,1,-3,1961,3,30,-4,46,21,36,35,53,-2
4098,1958,2,-3,1961,10,23,395,56,-4,-2,16,50,8
4099,1961,3,4,1962,2,-5,32,57,-3,50,-3,-2,34
4100,1963,11,8,1962,3,7,774,54,-4,12,36,79,3
4101,1961,10,6,1960,-5,26,81,38,45,-2,-2,30,-4
4102,1958,7,-3,-5,12,26,-1,34,2,17,27,15,45
4103,1962,6,-2,1958,10,24,581,11,7,-4,17,31,23
4104,1963,11,24,1960,-5,6,751,20,-3,-2,33,-4,34
4105,1962,12,20,1963,12,21,293,14,-3,8,47,47,42
4106,1961,10,-3,-5,-5,27,599,15,9,22,-3,19,9
4107,1963,12,21,1959,1,7,175,13,18,10,-4,36,-4
4108,1963,6,-3,1964,8,-5,771,45,46,-1,-3,63,3
4109,1962,3,23,1961,2,22,540,64,-4,48,31,30,23
4110,1961,6,21,1962,9,17,339,38,31,-3,41,37,-3
4111,1961,1,3,1961,9,18,544,70,44,20,32,40,-3
4112,1962,9,-2,1964,8,11,222,78,23,22,8,27,20
4113,1962,8,9,-5,9,15,2,52,9,51,45,49,13
4114,1959,7,25,1961,10,-5,111,5,-3,47,43,34,49
4115,1961,9,1,1960,-5,18,-2,70,41,51,10,-3,45
4116,1957,11,19,-5,-5,4,81,47,5,52,-3,67,22
4117,1964,6,21,1959,3,1,537,68,21,-4,45,66,-3
4118,1959,11,27,1963,3,-5,98,24,41,4,-3,59,-2
4119,1957,1,11,-5,6,-5,6,37,36,68,18,-2,26
4120,1962,10,18,1957,9,14,-3,4,41,49,22,45,33
4121,1958,3,-2,-5,-5,16,105,67,45,-2,48,5,-3
4122,1957,10,13,1958,-5,18,372,7,14,18,13,41,43
4123,1958,1,-3,-5,12,25,711,57,35,-4,-4,35,35
4124,1963,1,-2,1962,4,-5,303,7,-4,26,28,33,-4
4125,1960,12,7,1957,7,2,502,73,9,25,47,72,40
4126,1959,10,19,1961,6,1,71,1,30,1,25,58,17
4127,1961,6,11,1957,12,2,-2,54,-4,72,-4,45,-3
4128,1962,4,23,1958,4,22,528,48,22,19,20,30,17
4129,1959,6,29,1963,-5,4,755,-4,36,-3,50,53,-2
4130,1959,6,-3,1957,5,3,794,54,4,-1,-4,-4,-4
4131,1959,4,3,1964,7,31,368,48,-4,44,42,70,20
4132,1960,7,11,1962,4,24,253,73,9,-3,50,32,48
4133,1961,11,3,1964,11,-5,17,30,-4,69,48,9,36
4134,1963,1,27,-5,-5,1,692,55,20,52,16,13,31
4135,1958,12,20,1962,4,28,690,-1,-3,17,48,18,49
4136,1961,5,18,1963,2,10,520,78,48,24,35,-2,19
4137,1958,9,28,1961,8,29,-2,24,40,61,40,-4,-3
4138,1958,5,8,-5,11,8,432,70,5,17,-2,2,7
4139,1964,9,-3,1959,3,4,-3,-2,50,22,33,64,-4
4140,1959,4,13,-5,5,21,238,66,44,53,21,38,35
4141,1959,12,9,1957,4,10,-1,66,38,4,25,52,33
4142,1960,2,-3,1959,-5,17,598,62,-4,-3,10,-2,-2
4143,1962,1,3,-5,4,7,439,-3,36,14,21,35,25
4144,1961,1,18,1964,7,19,640,-2,37,76,9,77,49
4145,1957,10,24,-5,4,18,709,-4,10,-3,36,-2,37
4146,1964,8,8,1960,9,18,464,40,8,46,9,74,11
4147,1961,10,21,1964,3,26,449,58,-4,30,46,41,29
4148,1964,2,28,1963,-5,27,617,-3,15,5,31,78,-2
4149,1959,2,2,1960,11,8,563,10,8,50,6,68,-4
4150,1962,1,19,-5,1,15,229,21,37,53,5,27,50
4151,1961,6,-2,1960,-5,17,647,-3,41,7,38,-2,-2
4152,1963,2,21,-5,10,31,-3,65,-4,40,34,12,24
4153,1964,12,-3,-5,2,26,144,19,15,-3,43,70,-3
4154,1963,4,21,1959,12,14,609,69,17,65,17,-2,-2
4155,1957,8,-3,1962,-5,-5,73,-2,-4,55,18,40,42
4156,1961,5,6,1959,7,5,821,-3,39,65,2,6,47
4157,1964,7,29,1961,10,21,-3,56,15,2,38,4,40
4158,1958,10,28,-5,11,28,-2,45,38,-2,-2,30,48
4159,1960,7,-3,1957,-5,25,483,74,48,15,-2,5,29
4160,1964,10,6,1963,6,9,694,54,29,40,6,27,-3
4161,1959,5,10,1963,7,29,141,54,26,67,10,-2,47
4162,1957,8,6,-5,8,18,-1,75,41,3,19,54,-4
4163,1964,2,12,-5,6,22,10,25,-4,-2,26,-4,10
4164,1958,8,3,1961,5,5,371,28,23,19,47,-4,-4
4165,1957,4,-2,-5,7,14,800,75,14,68,21,23,12
4166,1961,7,16,1963,5,-5,280,45,21,-3,46,57,-4
4167,1962,10,22,1959,7,21,668,22,-4,55,30,15,20
4168,1964,12,25,1958,1,7,264,17,48,12,44,40,22
4169,1962,4,19,1964,5,7,247,66,-4,-1,26,20,35
4170,1964,2,2,-5,7,-5,-2,-2,10,-1,6,48,6
4171,1961,3,23,1959,1,22,218,58,30,30,6,35,45
4172,1962,7,4,1964,7,23,-3,76,14,62,1,18,-2
4173,1960,7,15,-5,6,25,-3,29,15,12,43,46,5
4174,1962,8,13,1962,7,9,349,13,25,24,19,39,34
4175,1964,10,9,-5,12,21,342,64,13,-3,5,74,29
4176,1964,10,1,-5,5,6,630,5,-4,58,3,18,-4
4177,1963,8,-2,1964,3,-5,463,79,26,-2,-2,64,6
4178,1962,8,-2,1963,1,25,61,12,2,47,36,8,19
4179,1963,8,14,1961,-5,-5,-1,2,16,16,30,-2,32
4180,1959,12,6,1959,7,11,543,71,35,76,-2,9,16
4181,1961,9,27,1958,9,19,269,14,-3,-1,-2,7,11
4182,1960,3,-3,1957,11,10,760,1,31,-3,17,49,44
4183,1957,7,7,-5,1,1,230,5,22,72,45,57,48
4184,1964,6,15,1957,-5,-5,78,78,42,33,-2,15,12
4185,1961,2,8,-5,12,6,196,60,3,48,31,6,47
4186,1959,6,9,1958,12,26,100,54,1,74,-2,37,40
4187,1963,12,17,1964,3,-5,760,-2,32,60,29,66,-4
4188,1958,5,-3,1960,3,18,614,14,46,40,11,39,11
4189,1958,3,-3,1963,4,7,652,32,43,52,28,51,46
4190,1960,10,16,1959,6,-5,510,7,7,47,4,-4,46
4191,1964,8,20,1964,-5,14,-1,73,18,5,39,-4,-3
4192,1961,9,-2,-5,1,29,-2,12,13,8,17,-3,4
4193,1960,11,-2,1964,11,5,87,3,2,78,25,43,-2
4194,1963,9,3,1960,8,26,695,32,-4,79,40,27,24
4195,1962,10,7,1957,-5,-5,593,9,50,17,4,24,-4
4196,1961,8,14,-5,9,15,387,18,21,63,33,31,33
4197,1963,10,16,1961,11,-5,181,66,49,-3,41,47,38
4198,1963,1,-2,1958,12,22,424,43,-3,76,-4,66,41
4199,1964,1,18,1963,6,7,360,40,33,53,25,51,4
4200,1960,3,9,-5,2,19,103,25,50,-3,26,18,38
4201,1963,7,7,1964,-5,8,608,6,46,18,39,57,1
4202,1959,2,13,1961,9,7,729,78,11,41,7,66,13
4203,1959,11,14,1958,6,4,116,65,20,32,24,39,48
4204,1958,11,12,1959,-5,13,750,19,9,31,33,58,4
4205,1958,1,15,1963,10,8,470,32,14,39,7,79,-3
4206,1960,12,17,1957,3,29,-2,50,9,63,-4,-3,44
4207,1961,9,-2,1962,11,-5,249,23,44,-4,26,-3,-3
4208,1964,5,7,1957,5,21,102,29,34,22,12,37,13
4209,1961,8,27,1964,1,18,208,46,31,39,12,16,9
4210,1963,4,-2,1958,9,24,-2,76,-3,61,24,4,16
4211,1957,11,17,1957,-5,-5,-4,23,16,58,17,44,6
4212,1960,2,7,1957,4,25,-4,76,39,9,15,-2,45
4213,1958,9,15,1958,4,15,392,5,-4,58,36,32,49
4214,1959,7,23,1963,2,1,-1,2,-4,63,12,52,34
4215,1962,9,-2,1962,12,-5,103,54,45,71,24,34,15
4216,1958,5,-3,1963,4,24,54,36,8,76,40,68,42
4217,1964,7,9,1962,8,25,775,-4,13,45,41,49,41
4218,1959,7,-2,-5,-5,12,560,9,-3,-2,25,-3,13
4219,1959,12,30,1963,10,12,260,-3,38,64,27,25,-3
4220,1964,7,22,-5,-5,16,-2,18,30,31,25,-2,29
4221,1957,3,-3,1960,6,23,122,69,27,36,-4,57,38
4222,1961,6,-3,1957,-5,16,797,-1,47,-4,42,-2,-3
4223,1958,3,28,1960,9,29,-4,-4,23,49,41,2,19
4224,1964,11,30,1958,1,4,324,-2,10,34,-3,36,36
4225,1959,3,15,1958,2,22,671,44,44,16,24,10,6
4226,1963,12,20,1960,-5,-5,37,61,35,13,47,78,27
4227,1960,6,-2,1959,11,-5,160,63,50,-1,20,2,24
4228,1960,6,27,-5,3,10,707,4,9,60,34,51,7
4229,1963,6,-3,1962,10,-5,20,56,45,54,4,28,13
4230,1960,10,-3,-5,10,-5,-4,7,5,56,14,34,12
4231,1960,4,-2,1963,-5,27,181,50,34,40,26,38,18
4232,1958,1,13,1960,5,-5,808,-1,27,57,27,76,22
4233,1957,5,8,1960,8,24,73,54,10,28,35,45,5
4234,1957,5,-2,1963,11,27,236,30,19,21,2,75,17
4235,1958,9,-3,1959,-5,5,41,-4,5,18,5,21,19
4236,1961,8,8,1964,-5,7,502,36,-4,-1,-4,11,7
4237,1961,11,10,1957,9,-5,9,20,2,79,-3,60,37
4238,1960,4,10,1964,5,-5,501,77,35,33,45,73,-2
4239,1957,1,15,1959,2,3,695,2,46,57,21,21,-4
4240,1961,10,21,1962,3,28,-1,-2,12,-1,13,36,21
4241,1963,5,15,1961,4,15,65,-4,1,23,4,69,-3
4242,1960,9,7,1958,5,31,371,9,46,5,46,22,12
4243,1964,4,-3,1964,-5,1,635,12,29,25,-4,43,37
4244,1960,12,-3,1962,11,-5,397,25,35,28,43,-4,15
4245,1960,3,12,-5,-5,17,393,48,46,39,28,21,10
4246,1963,3,29,1958,1,5,592,48,-3,21,-3,56,34
4247,1957,7,-2,-5,7,23,641,36,15,-2,-4,45,33
4248,1961,6,26,-5,2,24,663,20,37,-2,-4,22,3
4249,1960,2,19,-5,-5,13,287,-1,-4,8,-3,-3,9
4250,1964,6,12,1959,3,2,816,56,2,18,44,71,42
4251,1960,9,19,-5,1,26,258,53,34,33,9,10,5
4252,1962,1,22,1959,5,12,159,40,27,2,-3,12,37
4253,1957,1,2,1959,8,26,-3,61,-4,78,4,60,14
4254,1959,7,-2,1958,6,6,219,38,5,57,39,75,41
4255,1963,12,-2,1958,12,16,-4,6,42,49,17,-2,27
4256,1964,6,2,1961,8,18,832,23,18,12,22,79,27
4257,1961,10,11,1959,3,13,-2,77,-3,66,8,8,43
4258,1958,7,19,1964,2,23,247,-1,1,71,13,-4,38
4259,1960,2,10,-5,-5,31,37,45,16,24,34,74,-3
4260,1957,12,27,1958,12,18,329,4,40,30,38,33,46
4261,1962,7,8,1964,1,21,473,46,14,-4,9,55,5
4262,1960,6,25,1957,6,14,591,30,25,4,9,28,19
4263,1958,4,13,1959,2,7,584,73,-4,-2,50,18,28
4264,1957,4,27,1957,11,4,-3,2,3,42,4,-4,15
4265,1963,6,17,1964,-5,29,777,18,-3,61,-3,45,34
4266,1959,8,-3,1959,5,29,212,-4,28,-4,-4,36,14
4267,1958,1,6,1963,4,4,544,14,-3,34,43,14,5
4268,1960,3,13,1957,11,29,-3,27,45,21,-3,47,-3
4269,1961,11,22,1964,10,8,52,18,8,22,28,71,34
4270,1961,1,9,1959,10,5,487,47,43,1,39,-4,41
